journal_name,ISSN,title,language,year,month,day,pages,doi,number_of_authors
IJMS,1422-0067,Molecular Evolution of Aralkylamine  N -Acetyltransferase in Fish: A Genomic Survey,English,2015,12,31,15,https://doi.org/10.3390/ijms17010051,6
IJMS,1422-0067,Sulfasalazine Treatment Suppresses the Formation of HLA-B27 Heavy Chain Homodimer in Patients with Ankylosing Spondylitis,English,2015,12,29,9,https://doi.org/10.3390/ijms17010046,7
IJMS,1422-0067,Adiponectin Induces Oncostatin M Expression in Osteoblasts through the PI3K/Akt Signaling Pathway,English,2015,12,25,11,https://doi.org/10.3390/ijms17010029,7
IJMS,1422-0067,Does Variation of the Inter-Domain Linker Sequence Modulate the Metal Binding Behaviour of  Helix pomatia  Cd-Metallothionein?,English,2015,12,22,13,https://doi.org/10.3390/ijms17010006,7
IJMS,1422-0067,Serum Deprivation-Induced Human GM3 Synthase (hST3Gal V) Gene Expression Is Mediated by Runx2 in Human Osteoblastic MG-63 Cells,English,2015,12,29,13,https://doi.org/10.3390/ijms17010035,8
IJMS,1422-0067,Alisertib Induces Cell Cycle Arrest Apoptosis Autophagy and Suppresses EMT in HT29 and Caco-2 Cells,English,2015,12,29,34,https://doi.org/10.3390/ijms17010041,8
IJMS,1422-0067,Stable Expression of Basic Fibroblast Growth Factor in Chloroplasts of Tobacco,English,2015,12,23,9,https://doi.org/10.3390/ijms17010019,9
IJMS,1422-0067,Cloning Characterization and Expression Pattern Analysis of a Cytosolic Copper/Zinc Superoxide Dismutase ( SaCSD1 ) in a Highly Salt Tolerant Mangrove ( Sonneratia alba ),English,2015,12,22,12,https://doi.org/10.3390/ijms17010004,9
IJMS,1422-0067,CHMP4C Disruption Sensitizes the Human Lung Cancer Cells to Irradiation,English,2015,12,24,12,https://doi.org/10.3390/ijms17010018,9
IJMS,1422-0067,Aire-Overexpressing Dendritic Cells Induce Peripheral CD4 +  T Cell Tolerance,English,2015,12,29,13,https://doi.org/10.3390/ijms17010038,9
IJMS,1422-0067,Cell Density-Dependent Upregulation of PDCD4  in Keratinocytes and Its Implications for Epidermal Homeostasis and Repair,English,2015,12,23,15,https://doi.org/10.3390/ijms17010008,9
IJMS,1422-0067,Resistance to Recombinant Human Erythropoietin Therapy in a Rat Model of Chronic Kidney Disease Associated Anemia,English,2015,12,25,22,https://doi.org/10.3390/ijms17010028,10
IJMS,1422-0067,The Anti-Inflammatory Compound Curcumin Enhances Locomotor and Sensory Recovery after Spinal Cord Injury in Rats by Immunomodulation,English,2015,12,31,15,https://doi.org/10.3390/ijms17010049,11
IJMS,1422-0067,Poly--caprolactone Coated and Functionalized Porous Titanium and Magnesium Implants for Enhancing Angiogenesis in Critically Sized Bone Defects,English,2015,12,22,16,https://doi.org/10.3390/ijms17010001,11
IJMS,1422-0067,The Role of bFGF in the Excessive Activation of Astrocytes Is Related to the Inhibition of TLR4/NFB Signals,English,2015,12,28,13,https://doi.org/10.3390/ijms17010037,13
IJMS,1422-0067,Induction of Apoptosis in TNF-Treated L929 Cells in the Presence of Necrostatin-1,English,2016,10,7,11,https://doi.org/10.3390/ijms17101678,1
IJMS,1422-0067,Bone Marrow Mesenchymal Stem Cells Expressing Baculovirus-Engineered Bone Morphogenetic Protein-7 Enhance Rabbit Posterolateral Fusion,English,2016,7,5,12,https://doi.org/10.3390/ijms17071073,1
IJMS,1422-0067,Identification of More Feasible MicroRNAmRNA Interactions within Multiple Cancers Using Principal Component Analysis Based Unsupervised Feature Extraction,English,2016,5,10,12,https://doi.org/10.3390/ijms17050696,1
IJMS,1422-0067,Predicting MicroRNA Biomarkers for Cancer Using Phylogenetic Tree and Microarray Analysis,English,2016,5,19,13,https://doi.org/10.3390/ijms17050773,1
IJMS,1422-0067,Cell Therapy Using Bone Marrow-Derived Stem Cell Overexpressing BMP-7 for Degenerative Discs in a Rat Tail Disc Model,English,2016,1,22,13,https://doi.org/10.3390/ijms17020147,1
IJMS,1422-0067,Replacement of Oxygen by Sulfur in Small Organic Molecules. 3. Theoretical Studies on the Tautomeric Equilibria of the 2OH and 4OH-Substituted Oxazole and Thiazole and the 3OH and 4OH-Substituted Isoxazole and Isothiazole in the Isolated State and in Solution,English,2016,7,9,14,https://doi.org/10.3390/ijms17071094,1
IJMS,1422-0067,Species Identification of Bovine Ovine and Porcine Type 1 Collagen; Comparing Peptide Mass Fingerprinting and LC-Based Proteomics Methods,English,2016,3,24,17,https://doi.org/10.3390/ijms17040445,1
IJMS,1422-0067,Fast Modeling of Binding Affinities by Means of Superposing Significant Interaction Rules (SSIR) Method,English,2016,5,26,17,https://doi.org/10.3390/ijms17060827,1
IJMS,1422-0067,Expression Patterns of Genes Involved in Ascorbate-Glutathione Cycle in Aphid-Infested Maize ( Zea mays  L.) Seedlings,English,2016,2,23,30,https://doi.org/10.3390/ijms17030268,1
IJMS,1422-0067,Direct Analysis in Real Time (DART) of an Organothiophosphate at Ultrahigh Resolution by Fourier Transform Ion Cyclotron Resonance Mass Spectrometry and Tandem Mass Spectrometry,English,2016,1,16,8,https://doi.org/10.3390/ijms17010116,2
IJMS,1422-0067,Prioritization of Susceptibility Genes for Ectopic Pregnancy by Gene Network Analysis,English,2016,2,1,9,https://doi.org/10.3390/ijms17020191,2
IJMS,1422-0067,Influence of Ionic Liquids on an Iron(III) Catalyzed Three-Component Coupling/Hydroarylation/Dehydrogenation Tandem Reaction,English,2016,6,1,9,https://doi.org/10.3390/ijms17060860,2
IJMS,1422-0067,Impact of Faba Bean-Seed Rhizobial Inoculation on Microbial Activity in the Rhizosphere Soil during Growing Season,English,2016,5,20,9,https://doi.org/10.3390/ijms17050784,2
IJMS,1422-0067,Trans -Stilbenes in Commercial Grape Juices: Quantification Using HPLC Approaches,English,2016,10,24,9,https://doi.org/10.3390/ijms17101769,2
IJMS,1422-0067,Systematic Analysis of Protein Interaction Network Associated with Azoospermia,English,2016,11,10,10,https://doi.org/10.3390/ijms17111857,2
IJMS,1422-0067,Green Synthesis of Silver Nanoparticles Stabilized with Mussel-Inspired Protein and Colorimetric Sensing of Lead(II) and Copper(II) Ions,English,2016,11,30,10,https://doi.org/10.3390/ijms17122006,2
IJMS,1422-0067,Ruthenium(III) Complexes of Heterocyclic Tridentate (ONN) Schiff Base: Synthesis Characterization and its Biological Properties as an Antiradical and Antiproliferative Agent,English,2016,1,4,11,https://doi.org/10.3390/ijms17010060,2
IJMS,1422-0067,Molecular Dynamics Simulation Study of the Selectivity of a Silica Polymer for Ibuprofen,English,2016,7,7,11,https://doi.org/10.3390/ijms17071083,2
IJMS,1422-0067,Preparation and Evaluation of Enteric-Coated Chitosan Derivative-Based Microparticles Loaded with Salmon Calcitonin as an Oral Delivery System,English,2016,9,13,11,https://doi.org/10.3390/ijms17091546,2
IJMS,1422-0067,Gender Differences in the Application of Spanish Criteria for Initiation of Enzyme Replacement Therapy for Fabry Disease in the Fabry Outcome Survey,English,2016,11,24,11,https://doi.org/10.3390/ijms17121965,2
IJMS,1422-0067,Stable Toll-Like Receptor 10 Knockdown in THP-1 Cells Reduces TLR-Ligand-Induced Proinflammatory Cytokine Expression,English,2016,6,1,12,https://doi.org/10.3390/ijms17060859,2
IJMS,1422-0067,How the Proximal Pocket May Influence the Enantiospecificities of Chloroperoxidase-Catalyzed Epoxidations of Olefins,English,2016,8,9,12,https://doi.org/10.3390/ijms17081297,2
IJMS,1422-0067,Expression Patterns and Functional Novelty of Ribonuclease 1 in Herbivorous  Megalobrama amblycephala,English,2016,5,20,12,https://doi.org/10.3390/ijms17050786,2
IJMS,1422-0067,MicroRNA-15b Modulates Molecular Mediators of Blood Induced Arthropathy in Hemophilia Mice,English,2016,4,8,13,https://doi.org/10.3390/ijms17040492,2
IJMS,1422-0067,Effect of Post-Translational Amidation on Islet Amyloid Polypeptide Conformational Ensemble: Implications for Its Aggregation Early Steps,English,2016,11,14,13,https://doi.org/10.3390/ijms17111896,2
IJMS,1422-0067,Effect of Pyridine on the Mesophase of Teraryl Liquid Crystals: A New Series of Nematic Liquid Crystals Named 2-(4-Alkoxybiphen-4-yl)-5-methylpyridines,English,2016,3,7,14,https://doi.org/10.3390/ijms17030344,2
IJMS,1422-0067,Fabrication and Optimization of Stable Optically Transparent and Reusable pH-Responsive Silk Membranes,English,2016,11,15,14,https://doi.org/10.3390/ijms17111897,2
IJMS,1422-0067,Calcium-Mediated Control of Polydopamine Film Oxidation and Iron Chelation,English,2016,12,22,14,https://doi.org/10.3390/ijms18010014,2
IJMS,1422-0067,Exploring Erythropoietin and G-CSF Combination Therapy in Chronic Stroke Patients,English,2016,3,30,14,https://doi.org/10.3390/ijms17040463,2
IJMS,1422-0067,Metformin Inhibits TGF-1-Induced Epithelial-to-Mesenchymal Transition via PKM2 Relative-mTOR/p70s6k Signaling Pathway in Cervical Carcinoma Cells,English,2016,11,30,14,https://doi.org/10.3390/ijms17122000,2
IJMS,1422-0067,Molecular Recognition of the Catalytic Zinc(II) Ion in MMP-13: Structure-Based Evolution of an Allosteric Inhibitor to Dual Binding Mode Inhibitors with Improved Lipophilic Ligand Efficiencies,English,2016,3,1,15,https://doi.org/10.3390/ijms17030314,2
IJMS,1422-0067,Regulation of Translocator Protein 18 kDa (TSPO) Expression in Rat and Human Male Germ Cells,English,2016,9,6,15,https://doi.org/10.3390/ijms17091486,2
IJMS,1422-0067,Is It Reliable to Use Common Molecular Docking Methods for Comparing the Binding Affinities of Enantiomer Pairs for Their Protein Target?,English,2016,4,20,15,https://doi.org/10.3390/ijms17040525,2
IJMS,1422-0067,The Opposite Effect of Metal Ions on Short-/Long-Range Water Structure: A Multiple Characterization Study,English,2016,4,25,15,https://doi.org/10.3390/ijms17050602,2
IJMS,1422-0067,ER Mediates Estrogen-Induced Expression of the Breast Cancer Metastasis Suppressor Gene  BRMS1,English,2016,1,26,15,https://doi.org/10.3390/ijms17020158,2
IJMS,1422-0067,Key Immune Events of the Pathomechanisms of Early Cardioembolic Stroke: Multi-Database Mining and Systems Biology Approach,English,2016,2,27,15,https://doi.org/10.3390/ijms17030305,2
IJMS,1422-0067,Exposure to Zinc Sulfate Results in Differential Effects on Olfactory Sensory Neuron Subtypes in Adult Zebrafish,English,2016,8,31,15,https://doi.org/10.3390/ijms17091445,2
IJMS,1422-0067,New Electrochemically-Modified Carbon Paste Inclusion -Cyclodextrin and Carbon Nanotubes Sensors for Quantification of Dorzolamide Hydrochloride,English,2016,12,2,16,https://doi.org/10.3390/ijms17122027,2
IJMS,1422-0067,Experimental Dissection of Metalloproteinase Inhibition-Mediated and Toxic Effects of Phenanthroline on Zebrafish Development,English,2016,9,8,17,https://doi.org/10.3390/ijms17091503,2
IJMS,1422-0067,Molecular Neurobiology and Promising New Treatment in Depression,English,2016,3,15,17,https://doi.org/10.3390/ijms17030381,2
IJMS,1422-0067,Phyllanthus emblica  Fruit Extract Activates Spindle Assembly Checkpoint Prevents Mitotic Aberrations and Genomic Instability in Human Colon Epithelial NCM460 Cells,English,2016,9,3,18,https://doi.org/10.3390/ijms17091437,2
IJMS,1422-0067,Extraction Optimization Preliminary Characterization and Bioactivities  in Vitro  of  Ligularia hodgsonii  Polysaccharides,English,2016,5,21,18,https://doi.org/10.3390/ijms17050788,2
IJMS,1422-0067,Predicting ProteinProtein Interaction Sites Using Sequence Descriptors and Site Propensity of Neighboring Amino Acids,English,2016,10,26,18,https://doi.org/10.3390/ijms17111788,2
IJMS,1422-0067,Induction of Apoptosis by PQ1 a Gap Junction Enhancer that Upregulates Connexin 43 and Activates the MAPK Signaling Pathway in Mammary Carcinoma Cells,English,2016,1,29,19,https://doi.org/10.3390/ijms17020178,2
IJMS,1422-0067,Fragment Screening of Human Aquaporin 1,English,2016,3,25,20,https://doi.org/10.3390/ijms17040449,2
IJMS,1422-0067,The Rheology behind Stress-Induced Solidification in Native Silk Feedstocks,English,2016,10,29,20,https://doi.org/10.3390/ijms17111812,2
IJMS,1422-0067,Modeling of the Reaction Mechanism of Enzymatic Radical CC Coupling by Benzylsuccinate Synthase,English,2016,4,7,22,https://doi.org/10.3390/ijms17040514,2
IJMS,1422-0067,Genome-Wide Discriminatory Information Patterns of Cytosine DNA Methylation,English,2016,6,17,26,https://doi.org/10.3390/ijms17060938,2
IJMS,1422-0067,Integrated Computational Approach for Virtual Hit Identification against Ebola Viral Proteins VP35 and VP40,English,2016,10,26,31,https://doi.org/10.3390/ijms17111748,2
IJMS,1422-0067,Aortic Root Dilatation in Mucopolysaccharidosis IVII,English,2016,11,29,7,https://doi.org/10.3390/ijms17122004,3
IJMS,1422-0067,Increased Efficacy of Brentuximab Vedotin (SGN-35) in Combination with Cytokine-Induced Killer Cells in Lymphoma,English,2016,7,1,9,https://doi.org/10.3390/ijms17071056,3
IJMS,1422-0067,Cannibalism Affects Core Metabolic Processes in  Helicoverpa armigera  LarvaeA 2D NMR Metabolomics Study,English,2016,9,2,9,https://doi.org/10.3390/ijms17091470,3
IJMS,1422-0067,USP19-Mediated Deubiquitination Facilitates the Stabilization of HRD1 Ubiquitin Ligase,English,2016,11,2,9,https://doi.org/10.3390/ijms17111829,3
IJMS,1422-0067,Offspring Number Does Not Influence Reaching  the Disabilitys Milestones in Multiple Sclerosis:  A Seven-Year Follow-Up Study,English,2016,2,12,9,https://doi.org/10.3390/ijms17020234,3
IJMS,1422-0067,Zinc Up-Regulates Insulin Secretion from  Cell-Like Cells Derived from Stem Cells from Human Exfoliated Deciduous Tooth (SHED),English,2016,12,13,9,https://doi.org/10.3390/ijms17122092,3
IJMS,1422-0067,Deletion of Phytochelatin Synthase Modulates the Metal Accumulation Pattern of Cadmium Exposed  C. elegans,English,2016,2,19,9,https://doi.org/10.3390/ijms17020257,3
IJMS,1422-0067,Biodiesel Production from  Chlorella protothecoides  Oil by Microwave-Assisted Transesterification,English,2016,4,22,9,https://doi.org/10.3390/ijms17040579,3
IJMS,1422-0067,Gleditsia sinensis  Thorn Attenuates the Collagen-Based Migration of PC3 Prostate Cancer Cells through the Suppression of 21 Integrin Expression,English,2016,3,2,10,https://doi.org/10.3390/ijms17030328,3
IJMS,1422-0067,Antimicrobial and Antioxidant Activity of Chitosan/Hydroxypropyl Methylcellulose Film-Forming Hydrosols Hydrolyzed by Cellulase,English,2016,9,6,10,https://doi.org/10.3390/ijms17091436,3
IJMS,1422-0067,The Effects of Magnesium Ions on the Enzymatic Synthesis of Ligand-Bearing Artificial DNA by Template-Independent Polymerase,English,2016,6,8,10,https://doi.org/10.3390/ijms17060906,3
IJMS,1422-0067,Racemization of the Succinimide Intermediate Formed in Proteins and Peptides: A Computational Study of the Mechanism Catalyzed by Dihydrogen Phosphate Ion,English,2016,10,10,10,https://doi.org/10.3390/ijms17101698,3
IJMS,1422-0067,6-Pyrazolylpurine as an Artificial Nucleobase for Metal-Mediated Base Pairing in DNA Duplexes,English,2016,4,14,10,https://doi.org/10.3390/ijms17040554,3
IJMS,1422-0067,The Study of Dynamic Potentials of Highly Excited Vibrational States of DCP: From Case Analysis to Comparative Study with HCP,English,2016,8,22,10,https://doi.org/10.3390/ijms17081280,3
IJMS,1422-0067,Cytotoxicity and Apoptotic Effects of Polyphenols from Sugar Beet Molasses on Colon Carcinoma Cells in Vitro,English,2016,6,23,10,https://doi.org/10.3390/ijms17070993,3
IJMS,1422-0067,ns-s Time-Resolved Step-Scan FTIR of  ba 3  Oxidoreductase from  Thermus thermophilus : Protonic Connectivity of w941-w946-w927,English,2016,9,29,10,https://doi.org/10.3390/ijms17101657,3
IJMS,1422-0067,Impact of Phosphate Potassium Yeast Extract and Trace Metals on Chitosan and Metabolite Production by  Mucor indicus,English,2016,8,30,10,https://doi.org/10.3390/ijms17091429,3
IJMS,1422-0067,In Vivo Follow-up of Brain Tumor Growth via Bioluminescence Imaging and Fluorescence Tomography,English,2016,10,31,10,https://doi.org/10.3390/ijms17111815,3
IJMS,1422-0067,Cx43 Mediates Resistance against MPP + -Induced Apoptosis in SH-SY5Y Neuroblastoma Cells via Modulating the Mitochondrial Apoptosis Pathway,English,2016,11,1,11,https://doi.org/10.3390/ijms17111819,3
IJMS,1422-0067,Exploring the Effects of Omega-3 and Omega-6 Fatty Acids on Allergy Using a HEK-Blue Cell Line,English,2016,2,6,11,https://doi.org/10.3390/ijms17020220,3
IJMS,1422-0067,Synthesis and Characterization of Some New  Bis -Pyrazolyl-Thiazoles Incorporating the Thiophene Moiety as Potent Anti-Tumor Agents,English,2016,9,7,11,https://doi.org/10.3390/ijms17091499,3
IJMS,1422-0067,Subchondral Bone Plate Changes More Rapidly than Trabecular Bone in Osteoarthritis,English,2016,9,7,11,https://doi.org/10.3390/ijms17091496,3
IJMS,1422-0067,Punicalagin Mollifies Lead Acetate-Induced Oxidative Imbalance in Male Reproductive System,English,2016,8,11,11,https://doi.org/10.3390/ijms17081269,3
IJMS,1422-0067,SAAMBE: Webserver to Predict the Charge of Binding Free Energy Caused by Amino Acids Mutations,English,2016,4,12,11,https://doi.org/10.3390/ijms17040547,3
IJMS,1422-0067,Aripiprazole and Haloperidol Activate GSK3-Dependent Signalling Pathway Differentially in Various Brain Regions of Rats,English,2016,3,28,11,https://doi.org/10.3390/ijms17040459,3
IJMS,1422-0067,Biological Effect of a Hybrid Anticancer Agent Based on Kinase and Histone Deacetylase Inhibitors on Triple-Negative (MDA-MB231) Breast Cancer Cells,English,2016,7,30,11,https://doi.org/10.3390/ijms17081235,3
IJMS,1422-0067,Effects of Atorvastatin Dose and Concomitant Use of Angiotensin-Converting Enzyme Inhibitors on Renal Function Changes over Time in Patients with Stable Coronary Artery Disease: A Prospective Observational Study,English,2016,2,2,12,https://doi.org/10.3390/ijms17020106,3
IJMS,1422-0067,Wnt9A Induction Linked to Suppression of Human Colorectal Cancer Cell Proliferation,English,2016,4,2,12,https://doi.org/10.3390/ijms17040495,3
IJMS,1422-0067,Microwave-Assisted Synthesis of Glycoconjugates by Transgalactosylation with Recombinant Thermostable -Glycosidase from  Pyrococcus,English,2016,2,4,12,https://doi.org/10.3390/ijms17020210,3
IJMS,1422-0067,Comparative Transcriptome Profile of the Cytoplasmic Male Sterile and Fertile Floral Buds of Radish ( Raphanus sativus  L.),English,2016,1,6,12,https://doi.org/10.3390/ijms17010042,3
IJMS,1422-0067,Transcriptome and Gene Ontology (GO) Enrichment Analysis Reveals Genes Involved in Biotin Metabolism That Affect  l -Lysine Production in  Corynebacterium glutamicum,English,2016,3,9,12,https://doi.org/10.3390/ijms17030353,3
IJMS,1422-0067,RETRACTED: Advanced Glycation End-Products Enhance Lung Cancer Cell Invasion and Migration,English,2016,8,9,12,https://doi.org/10.3390/ijms17081289,3
IJMS,1422-0067,Changes in Air CO 2  Concentration Differentially Alter Transcript Levels of  NtAQP1  and  NtPIP2; 1 Aquaporin Genes in Tobacco Leaves,English,2016,4,14,12,https://doi.org/10.3390/ijms17040567,3
IJMS,1422-0067,Effectiveness of Hypochlorous Acid to Reduce the Biofilms on Titanium Alloy Surfaces in Vitro,English,2016,7,19,12,https://doi.org/10.3390/ijms17071161,3
IJMS,1422-0067,Isolation and Characterization of a Glycosyl Hydrolase Family 16 -Agarase from a Mangrove Soil Metagenomic Library,English,2016,8,19,12,https://doi.org/10.3390/ijms17081360,3
IJMS,1422-0067,Neutralization of Bacterial YoeB Spn  Toxicity and Enhanced Plant Growth in  Arabidopsis thaliana  via Co-Expression of the Toxin-Antitoxin Genes,English,2016,4,20,12,https://doi.org/10.3390/ijms17040321,3
IJMS,1422-0067,Column Selection for Biomedical Analysis Supported by Column Classification Based on Four Test Parameters,English,2016,1,21,12,https://doi.org/10.3390/ijms17010136,3
IJMS,1422-0067,MicroRNA-944 Affects Cell Growth by Targeting EPHA7 in Non-Small Cell Lung Cancer,English,2016,9,26,12,https://doi.org/10.3390/ijms17101493,3
IJMS,1422-0067,Interferon  Induces the Apoptosis of Cervical Cancer HeLa Cells by Activating both the Intrinsic Mitochondrial Pathway and Endoplasmic Reticulum Stress-Induced Pathway,English,2016,11,2,13,https://doi.org/10.3390/ijms17111832,3
IJMS,1422-0067,Serum Interleukin-18 Fetuin-A Soluble Intercellular Adhesion Molecule-1 and Endothelin-1 in Ankylosing Spondylitis Psoriatic Arthritis and SAPHO Syndrome,English,2016,8,3,13,https://doi.org/10.3390/ijms17081255,3
IJMS,1422-0067,Effect of Acetyl Group on Mechanical Properties of Chitin/Chitosan Nanocrystal: A Molecular Dynamics Study,English,2016,1,5,13,https://doi.org/10.3390/ijms17010061,3
IJMS,1422-0067,Melatonin Suppresses Autophagy Induced by Clinostat in Preosteoblast MC3T3-E1 Cells,English,2016,4,8,13,https://doi.org/10.3390/ijms17040526,3
IJMS,1422-0067,Exploring the Interaction Natures in Plutonyl (VI) Complexes with Topological Analyses of Electron Density,English,2016,4,11,13,https://doi.org/10.3390/ijms17040414,3
IJMS,1422-0067,Sulforaphane a Dietary Isothiocyanate Induces G 2 /M Arrest in Cervical Cancer Cells through CyclinB1 Downregulation and GADD45/CDC2 Association,English,2016,9,12,13,https://doi.org/10.3390/ijms17091530,3
IJMS,1422-0067,Does Herd Immunity Exist in Aquatic Animals?,English,2016,11,15,13,https://doi.org/10.3390/ijms17111898,3
IJMS,1422-0067,Conditional Knockout in Mice Reveals the Critical Roles of  Ppp2ca  in Epidermis Development,English,2016,5,18,13,https://doi.org/10.3390/ijms17050756,3
IJMS,1422-0067,Structural Analysis of Hand Drawn Bumblebee  Bombus terrestris  Silk,English,2016,7,20,13,https://doi.org/10.3390/ijms17071170,3
IJMS,1422-0067,Assessing the Effects of Acute Amyloid  Oligomer Exposure in the Rat,English,2016,8,24,13,https://doi.org/10.3390/ijms17091390,3
IJMS,1422-0067,Translationally Controlled Tumor Protein Stimulates Dopamine Release from PC12 Cells via Ca 2+ -Independent Phospholipase A 2  Pathways,English,2016,10,24,13,https://doi.org/10.3390/ijms17101774,3
IJMS,1422-0067,Use of Different Proteases to Obtain Flaxseed Protein Hydrolysates with Antioxidant Activity,English,2016,6,29,13,https://doi.org/10.3390/ijms17071027,3
IJMS,1422-0067,SAAFEC: Predicting the Effect of Single Point Mutations on Protein Folding Free Energy Using a Knowledge-Modified MM/PBSA Approach,English,2016,4,7,14,https://doi.org/10.3390/ijms17040512,3
IJMS,1422-0067,Learning the Relationship between the Primary Structure of HIV Envelope Glycoproteins and Neutralization Activity of Particular Antibodies by Using Artificial Neural Networks,English,2016,10,11,14,https://doi.org/10.3390/ijms17101710,3
IJMS,1422-0067,Lunasin Attenuates Obesity-Associated Metastasis of 4T1 Breast Cancer Cell through Anti-Inflammatory Property,English,2016,12,15,14,https://doi.org/10.3390/ijms17122109,3
IJMS,1422-0067,Molecular Characterization and Growth Association of Two Apolipoprotein A-Ib Genes in Common Carp ( Cyprinus carpio ),English,2016,9,16,14,https://doi.org/10.3390/ijms17091569,3
IJMS,1422-0067,Differential Apoptosis Radiosensitivity of Neural Progenitors in Adult Mouse Hippocampus,English,2016,6,20,14,https://doi.org/10.3390/ijms17060970,3
IJMS,1422-0067,Identification of ProteinProtein Interactions via a Novel Matrix-Based Sequence Representation Model with Amino Acid Contact Information,English,2016,9,24,14,https://doi.org/10.3390/ijms17101623,3
IJMS,1422-0067,The Folding of  de Novo  Designed Protein DS119 via Molecular Dynamics Simulations,English,2016,4,26,14,https://doi.org/10.3390/ijms17050612,3
IJMS,1422-0067,Liposomes Loaded with Hydrophobic Iron Oxide Nanoparticles: Suitable T 2  Contrast Agents for MRI,English,2016,7,27,14,https://doi.org/10.3390/ijms17081209,3
IJMS,1422-0067,Pesticides Drive Stochastic Changes in the Chemoreception and Neurotransmission System of Marine Ectoparasites,English,2016,5,31,14,https://doi.org/10.3390/ijms17060700,3
IJMS,1422-0067,Localization and Spectroscopic Analysis of the Cu(I) Binding Site in Wheat Metallothionein E c -1,English,2016,3,11,15,https://doi.org/10.3390/ijms17030371,3
IJMS,1422-0067,miR-9-5p miR-675-5p and miR-138-5p Damages the Strontium and LRP5-Mediated Skeletal Cell Proliferation Differentiation and Adhesion,English,2016,2,15,15,https://doi.org/10.3390/ijms17020236,3
IJMS,1422-0067,Comprehensive and Quantitative Proteomic Analysis of Metamorphosis-Related Proteins in the Veined Rapa Whelk  Rapana venosa,English,2016,6,15,15,https://doi.org/10.3390/ijms17060924,3
IJMS,1422-0067,Cleome rutidosperma  and  Euphorbia thymifolia  Suppress Inflammatory Response via Upregulation of Phase II Enzymes and Modulation of NF-B and JNK Activation in LPS-Stimulated BV2 Microglia,English,2016,8,27,15,https://doi.org/10.3390/ijms17091420,3
IJMS,1422-0067,Earthworm  Lumbricus rubellus  MT-2: Metal Binding and Protein Folding of a True Cadmium-MT,English,2016,1,5,16,https://doi.org/10.3390/ijms17010065,3
